,Year,Month,Cost Centre,Account,Account Type,Amount
1051,2019,Sep,CC302,ACC3000002,Asset,295.66
1052,2019,Sep,CC302,ACC4000001,Liability,584.0
1053,2019,Oct,CC100,ACC1000000,Revenue,547.475
1054,2019,Oct,CC100,ACC1000001,Revenue,83.792
1055,2019,Oct,CC100,ACC1000002,Revenue,843.052
1056,2019,Oct,CC100,ACC1000004,Revenue,554.602
1057,2019,Oct,CC100,ACC2000000,Expense,217.664
1058,2019,Oct,CC100,ACC2000001,Expense,677.113
1059,2019,Oct,CC100,ACC2000002,Expense,361.569
1060,2019,Oct,CC100,ACC2000003,Expense,416.637
1061,2019,Oct,CC100,ACC2000005,Expense,200.468
1062,2019,Oct,CC100,ACC3000000,Asset,278.292
1064,2019,Oct,CC100,ACC3000002,Asset,408.003
1065,2019,Oct,CC100,ACC4000001,Liability,980.0
1066,2019,Oct,CC101,ACC1000000,Revenue,458.926
1067,2019,Oct,CC101,ACC1000001,Revenue,15.002
1068,2019,Oct,CC101,ACC1000002,Revenue,1252.382
1069,2019,Oct,CC101,ACC1000004,Revenue,788.258
1070,2019,Oct,CC101,ACC2000000,Expense,322.854
1071,2019,Oct,CC101,ACC2000001,Expense,806.415
1072,2019,Oct,CC101,ACC2000002,Expense,504.36
1073,2019,Oct,CC101,ACC2000003,Expense,594.086
1074,2019,Oct,CC101,ACC2000005,Expense,229.368
1075,2019,Oct,CC101,ACC3000000,Asset,777.965
1077,2019,Oct,CC101,ACC3000002,Asset,382.509
1078,2019,Oct,CC101,ACC4000001,Liability,982.0
1079,2019,Oct,CC102,ACC1000000,Revenue,748.684
1080,2019,Oct,CC102,ACC1000001,Revenue,86.107
1081,2019,Oct,CC102,ACC1000002,Revenue,585.976
1082,2019,Oct,CC102,ACC1000004,Revenue,556.855
1083,2019,Oct,CC102,ACC2000000,Expense,526.253
1084,2019,Oct,CC102,ACC2000001,Expense,336.407
1085,2019,Oct,CC102,ACC2000002,Expense,150.649
1086,2019,Oct,CC102,ACC2000003,Expense,182.855
1087,2019,Oct,CC102,ACC2000005,Expense,483.705
1088,2019,Oct,CC102,ACC3000000,Asset,-845.916
1090,2019,Oct,CC102,ACC3000002,Asset,373.558
1091,2019,Oct,CC102,ACC4000001,Liability,-788.0
1092,2019,Oct,CC200,ACC1000000,Revenue,1331.225
1093,2019,Oct,CC200,ACC1000001,Revenue,121.664
1094,2019,Oct,CC200,ACC1000002,Revenue,665.36
1095,2019,Oct,CC200,ACC1000004,Revenue,530.592
1096,2019,Oct,CC200,ACC2000000,Expense,914.367
1097,2019,Oct,CC200,ACC2000001,Expense,501.367
1098,2019,Oct,CC200,ACC2000002,Expense,211.285
1099,2019,Oct,CC200,ACC2000003,Expense,257.616
1100,2019,Oct,CC200,ACC2000005,Expense,778.877
1101,2019,Oct,CC200,ACC3000000,Asset,420.015
1103,2019,Oct,CC200,ACC3000002,Asset,566.754
1104,2019,Oct,CC200,ACC4000001,Liability,980.0
1105,2019,Oct,CC201,ACC1000000,Revenue,1123.068
1106,2019,Oct,CC201,ACC1000001,Revenue,217.78
1107,2019,Oct,CC201,ACC1000002,Revenue,990.987
1108,2019,Oct,CC201,ACC1000004,Revenue,341.65
1109,2019,Oct,CC201,ACC2000000,Expense,808.436
1110,2019,Oct,CC201,ACC2000001,Expense,654.698
1111,2019,Oct,CC201,ACC2000002,Expense,388.538
1112,2019,Oct,CC201,ACC2000003,Expense,501.208
1113,2019,Oct,CC201,ACC2000005,Expense,719.598
1114,2019,Oct,CC201,ACC3000000,Asset,-352.573
1116,2019,Oct,CC201,ACC3000002,Asset,460.819
1117,2019,Oct,CC201,ACC4000001,Liability,980.0
1118,2019,Oct,CC202,ACC1000000,Revenue,1589.789
1119,2019,Oct,CC202,ACC1000001,Revenue,138.872
1120,2019,Oct,CC202,ACC1000002,Revenue,1157.266
1121,2019,Oct,CC202,ACC1000004,Revenue,589.72
1122,2019,Oct,CC202,ACC2000000,Expense,1227.11
1123,2019,Oct,CC202,ACC2000001,Expense,810.539
1124,2019,Oct,CC202,ACC2000002,Expense,523.026
1125,2019,Oct,CC202,ACC2000003,Expense,598.518
1126,2019,Oct,CC202,ACC2000005,Expense,1043.406
1127,2019,Oct,CC202,ACC3000000,Asset,-276.913
1129,2019,Oct,CC202,ACC3000002,Asset,13.614
1130,2019,Oct,CC202,ACC4000001,Liability,788.0
1131,2019,Oct,CC300,ACC1000000,Revenue,731.747
1132,2019,Oct,CC300,ACC1000001,Revenue,234.477
1133,2019,Oct,CC300,ACC1000002,Revenue,754.012
1134,2019,Oct,CC300,ACC1000004,Revenue,999.512
1135,2019,Oct,CC300,ACC2000000,Expense,519.72
1136,2019,Oct,CC300,ACC2000001,Expense,504.686
1137,2019,Oct,CC300,ACC2000002,Expense,221.912
1138,2019,Oct,CC300,ACC2000003,Expense,267.091
1139,2019,Oct,CC300,ACC2000005,Expense,477.759
1140,2019,Oct,CC300,ACC3000000,Asset,-527.129
1142,2019,Oct,CC300,ACC3000002,Asset,567.131
1143,2019,Oct,CC300,ACC4000001,Liability,-204.0
1144,2019,Oct,CC301,ACC1000000,Revenue,745.563
1145,2019,Oct,CC301,ACC1000001,Revenue,246.166
1146,2019,Oct,CC301,ACC1000002,Revenue,1909.546
1147,2019,Oct,CC301,ACC1000004,Revenue,588.111
1148,2019,Oct,CC301,ACC2000000,Expense,588.376
1149,2019,Oct,CC301,ACC2000001,Expense,894.818
1150,2019,Oct,CC301,ACC2000002,Expense,625.119
1151,2019,Oct,CC301,ACC2000003,Expense,747.531
1152,2019,Oct,CC301,ACC2000005,Expense,457.568
1153,2019,Oct,CC301,ACC3000000,Asset,18.663
1155,2019,Oct,CC301,ACC3000002,Asset,547.623
1156,2019,Oct,CC301,ACC4000001,Liability,980.0
1157,2019,Oct,CC302,ACC1000000,Revenue,271.939
1158,2019,Oct,CC302,ACC1000001,Revenue,14.731
1159,2019,Oct,CC302,ACC1000002,Revenue,209.338
1160,2019,Oct,CC302,ACC1000004,Revenue,313.105
1161,2019,Oct,CC302,ACC2000000,Expense,15.959
1162,2019,Oct,CC302,ACC2000001,Expense,52.664
1163,2019,Oct,CC302,ACC2000002,Expense,102.16
1164,2019,Oct,CC302,ACC2000003,Expense,40.732
1165,2019,Oct,CC302,ACC2000005,Expense,14.784
1166,2019,Oct,CC302,ACC3000000,Asset,-800.212
1168,2019,Oct,CC302,ACC3000002,Asset,172.962
1169,2019,Oct,CC302,ACC4000001,Liability,-592.0
1170,2019,Nov,CC100,ACC1000000,Revenue,1718.637
1171,2019,Nov,CC100,ACC1000001,Revenue,328.592
1172,2019,Nov,CC100,ACC1000002,Revenue,684.88
1173,2019,Nov,CC100,ACC1000004,Revenue,261.677
1174,2019,Nov,CC100,ACC2000000,Expense,1174.434
1175,2019,Nov,CC100,ACC2000001,Expense,425.815
1176,2019,Nov,CC100,ACC2000002,Expense,375.556
1177,2019,Nov,CC100,ACC2000003,Expense,655.527
1178,2019,Nov,CC100,ACC2000005,Expense,1021.073
1179,2019,Nov,CC100,ACC3000000,Asset,322.458
1181,2019,Nov,CC100,ACC3000002,Asset,375.04
1182,2019,Nov,CC100,ACC4000001,Liability,784.0
1183,2019,Nov,CC101,ACC1000000,Revenue,937.005
1184,2019,Nov,CC101,ACC1000001,Revenue,585.752
1185,2019,Nov,CC101,ACC1000002,Revenue,1368.79
1186,2019,Nov,CC101,ACC1000004,Revenue,759.306
1187,2019,Nov,CC101,ACC2000000,Expense,690.996
1188,2019,Nov,CC101,ACC2000001,Expense,615.664
1189,2019,Nov,CC101,ACC2000002,Expense,502.695
1190,2019,Nov,CC101,ACC2000003,Expense,734.627
1191,2019,Nov,CC101,ACC2000005,Expense,714.555
1192,2019,Nov,CC101,ACC3000000,Asset,345.388
1194,2019,Nov,CC101,ACC3000002,Asset,88.345
1195,2019,Nov,CC101,ACC4000001,Liability,-404.0
1196,2019,Nov,CC102,ACC1000000,Revenue,943.867
1197,2019,Nov,CC102,ACC1000001,Revenue,766.085
1198,2019,Nov,CC102,ACC1000002,Revenue,685.567
1199,2019,Nov,CC102,ACC1000004,Revenue,491.57
1200,2019,Nov,CC102,ACC2000000,Expense,606.026
1201,2019,Nov,CC102,ACC2000001,Expense,474.308
1202,2019,Nov,CC102,ACC2000002,Expense,380.585
1203,2019,Nov,CC102,ACC2000003,Expense,430.067
1204,2019,Nov,CC102,ACC2000005,Expense,518.924
1205,2019,Nov,CC102,ACC3000000,Asset,-213.854
1207,2019,Nov,CC102,ACC3000002,Asset,173.661
1208,2019,Nov,CC102,ACC4000001,Liability,-784.0
1209,2019,Nov,CC200,ACC1000000,Revenue,675.176
1210,2019,Nov,CC200,ACC1000001,Revenue,512.721
1211,2019,Nov,CC200,ACC1000002,Revenue,558.187
1212,2019,Nov,CC200,ACC1000004,Revenue,645.859
1213,2019,Nov,CC200,ACC2000000,Expense,319.264
1214,2019,Nov,CC200,ACC2000001,Expense,250.31
1215,2019,Nov,CC200,ACC2000002,Expense,286.361
1216,2019,Nov,CC200,ACC2000003,Expense,248.321
1217,2019,Nov,CC200,ACC2000005,Expense,292.378
1218,2019,Nov,CC200,ACC3000000,Asset,57.188
1220,2019,Nov,CC200,ACC3000002,Asset,326.23
1221,2019,Nov,CC200,ACC4000001,Liability,-406.0
1222,2019,Nov,CC201,ACC1000000,Revenue,1507.825
1223,2019,Nov,CC201,ACC1000001,Revenue,559.282
1224,2019,Nov,CC201,ACC1000002,Revenue,624.93
1225,2019,Nov,CC201,ACC1000004,Revenue,530.527
1226,2019,Nov,CC201,ACC2000000,Expense,734.703
1227,2019,Nov,CC201,ACC2000001,Expense,257.087
1228,2019,Nov,CC201,ACC2000002,Expense,313.275
1229,2019,Nov,CC201,ACC2000003,Expense,466.554
1230,2019,Nov,CC201,ACC2000005,Expense,837.222
1231,2019,Nov,CC201,ACC3000000,Asset,890.453
1233,2019,Nov,CC201,ACC3000002,Asset,708.045
1234,2019,Nov,CC201,ACC4000001,Liability,788.0
1235,2019,Nov,CC202,ACC1000000,Revenue,1299.077
1236,2019,Nov,CC202,ACC1000001,Revenue,611.682
1237,2019,Nov,CC202,ACC1000002,Revenue,719.582
1238,2019,Nov,CC202,ACC1000004,Revenue,756.236
1239,2019,Nov,CC202,ACC2000000,Expense,1063.846
1240,2019,Nov,CC202,ACC2000001,Expense,482.739
1241,2019,Nov,CC202,ACC2000002,Expense,370.616
1242,2019,Nov,CC202,ACC2000003,Expense,519.02
1243,2019,Nov,CC202,ACC2000005,Expense,900.909
1244,2019,Nov,CC202,ACC3000000,Asset,622.542
1246,2019,Nov,CC202,ACC3000002,Asset,266.156
1247,2019,Nov,CC202,ACC4000001,Liability,594.0
1248,2019,Nov,CC300,ACC1000000,Revenue,1363.415
1249,2019,Nov,CC300,ACC1000001,Revenue,497.858
1250,2019,Nov,CC300,ACC1000002,Revenue,1234.331
1251,2019,Nov,CC300,ACC1000004,Revenue,407.336
1252,2019,Nov,CC300,ACC2000000,Expense,978.91
1253,2019,Nov,CC300,ACC2000001,Expense,883.043
1254,2019,Nov,CC300,ACC2000002,Expense,544.094
1255,2019,Nov,CC300,ACC2000003,Expense,732.655
1256,2019,Nov,CC300,ACC2000005,Expense,888.725
1257,2019,Nov,CC300,ACC3000000,Asset,2.41
1259,2019,Nov,CC300,ACC3000002,Asset,465.16
1260,2019,Nov,CC300,ACC4000001,Liability,204.0
1261,2019,Nov,CC301,ACC1000000,Revenue,1361.918
1262,2019,Nov,CC301,ACC1000001,Revenue,663.932
1263,2019,Nov,CC301,ACC1000002,Revenue,1580.608
1264,2019,Nov,CC301,ACC1000004,Revenue,798.208
1265,2019,Nov,CC301,ACC2000000,Expense,965.912
1266,2019,Nov,CC301,ACC2000001,Expense,533.884
1267,2019,Nov,CC301,ACC2000002,Expense,679.657
1268,2019,Nov,CC301,ACC2000003,Expense,747.653
1269,2019,Nov,CC301,ACC2000005,Expense,879.068
1270,2019,Nov,CC301,ACC3000000,Asset,679.92
1272,2019,Nov,CC301,ACC3000002,Asset,349.715
1273,2019,Nov,CC301,ACC4000001,Liability,588.0
1274,2019,Nov,CC302,ACC1000000,Revenue,662.277
1275,2019,Nov,CC302,ACC1000001,Revenue,775.715
1276,2019,Nov,CC302,ACC1000002,Revenue,269.178
1277,2019,Nov,CC302,ACC1000004,Revenue,251.493
1278,2019,Nov,CC302,ACC2000000,Expense,439.0
1279,2019,Nov,CC302,ACC2000001,Expense,222.554
1280,2019,Nov,CC302,ACC2000002,Expense,197.641
1281,2019,Nov,CC302,ACC2000003,Expense,266.792
1282,2019,Nov,CC302,ACC2000005,Expense,356.261
1283,2019,Nov,CC302,ACC3000000,Asset,-524.273
1285,2019,Nov,CC302,ACC3000002,Asset,181.761
1286,2019,Nov,CC302,ACC4000001,Liability,-794.0
1287,2019,Dec,CC100,ACC1000000,Revenue,1255.978
1288,2019,Dec,CC100,ACC1000001,Revenue,712.648
1289,2019,Dec,CC100,ACC1000002,Revenue,974.388
1290,2019,Dec,CC100,ACC1000004,Revenue,431.811
1291,2019,Dec,CC100,ACC2000000,Expense,832.194
1292,2019,Dec,CC100,ACC2000001,Expense,613.149
1293,2019,Dec,CC100,ACC2000002,Expense,451.523
1294,2019,Dec,CC100,ACC2000003,Expense,529.215
1295,2019,Dec,CC100,ACC2000005,Expense,768.36
1296,2019,Dec,CC100,ACC3000000,Asset,531.639
1298,2019,Dec,CC100,ACC3000002,Asset,720.434
1299,2019,Dec,CC100,ACC4000001,Liability,984.0
1300,2019,Dec,CC101,ACC1000000,Revenue,538.307
1301,2019,Dec,CC101,ACC1000001,Revenue,962.153
1302,2019,Dec,CC101,ACC1000002,Revenue,928.348
1303,2019,Dec,CC101,ACC1000004,Revenue,497.782
1304,2019,Dec,CC101,ACC2000000,Expense,209.158
1305,2019,Dec,CC101,ACC2000001,Expense,663.007
1306,2019,Dec,CC101,ACC2000002,Expense,413.94
1307,2019,Dec,CC101,ACC2000003,Expense,496.276
1308,2019,Dec,CC101,ACC2000005,Expense,377.866
1309,2019,Dec,CC101,ACC3000000,Asset,-309.201
1311,2019,Dec,CC101,ACC3000002,Asset,302.262
1312,2019,Dec,CC101,ACC4000001,Liability,-784.0
1313,2019,Dec,CC102,ACC1000000,Revenue,1060.593
1314,2019,Dec,CC102,ACC1000001,Revenue,564.916
1315,2019,Dec,CC102,ACC1000002,Revenue,679.576
1316,2019,Dec,CC102,ACC1000004,Revenue,539.227
1317,2019,Dec,CC102,ACC2000000,Expense,640.08
1318,2019,Dec,CC102,ACC2000001,Expense,491.701
1319,2019,Dec,CC102,ACC2000002,Expense,329.933
1320,2019,Dec,CC102,ACC2000003,Expense,400.716
1321,2019,Dec,CC102,ACC2000005,Expense,603.824
1322,2019,Dec,CC102,ACC3000000,Asset,221.316
1324,2019,Dec,CC102,ACC3000002,Asset,468.412
1325,2019,Dec,CC102,ACC4000001,Liability,592.0
1326,2019,Dec,CC200,ACC1000000,Revenue,1563.889
1327,2019,Dec,CC200,ACC1000001,Revenue,2000.405
1328,2019,Dec,CC200,ACC1000002,Revenue,372.951
1329,2019,Dec,CC200,ACC1000004,Revenue,324.324
1330,2019,Dec,CC200,ACC2000000,Expense,529.65
1331,2019,Dec,CC200,ACC2000001,Expense,132.926
1332,2019,Dec,CC200,ACC2000002,Expense,154.052
1333,2019,Dec,CC200,ACC2000003,Expense,144.934
1334,2019,Dec,CC200,ACC2000005,Expense,727.834
1335,2019,Dec,CC200,ACC3000000,Asset,658.54
1337,2019,Dec,CC200,ACC3000002,Asset,358.637
1338,2019,Dec,CC200,ACC4000001,Liability,-786.0
1339,2019,Dec,CC201,ACC1000000,Revenue,1197.09
1340,2019,Dec,CC201,ACC1000001,Revenue,755.482
1341,2019,Dec,CC201,ACC1000002,Revenue,1037.245
1342,2019,Dec,CC201,ACC1000004,Revenue,72.967
1343,2019,Dec,CC201,ACC2000000,Expense,716.768
1344,2019,Dec,CC201,ACC2000001,Expense,639.833
1345,2019,Dec,CC201,ACC2000002,Expense,449.4
1346,2019,Dec,CC201,ACC2000003,Expense,593.775
1347,2019,Dec,CC201,ACC2000005,Expense,721.018
1348,2019,Dec,CC201,ACC3000000,Asset,15.164
1350,2019,Dec,CC201,ACC3000002,Asset,301.638
1351,2019,Dec,CC201,ACC4000001,Liability,982.0
1352,2019,Dec,CC202,ACC1000000,Revenue,1837.631
1353,2019,Dec,CC202,ACC1000001,Revenue,2229.774
1354,2019,Dec,CC202,ACC1000002,Revenue,782.577
1355,2019,Dec,CC202,ACC1000004,Revenue,982.947
1356,2019,Dec,CC202,ACC2000000,Expense,1288.969
1357,2019,Dec,CC202,ACC2000001,Expense,476.005
1358,2019,Dec,CC202,ACC2000002,Expense,322.774
1359,2019,Dec,CC202,ACC2000003,Expense,389.162
1360,2019,Dec,CC202,ACC2000005,Expense,1089.183
1361,2019,Dec,CC202,ACC3000000,Asset,378.096
1363,2019,Dec,CC202,ACC3000002,Asset,329.034
1364,2019,Dec,CC202,ACC4000001,Liability,-980.0
1365,2019,Dec,CC300,ACC1000000,Revenue,1516.076
1366,2019,Dec,CC300,ACC1000001,Revenue,1141.143
1367,2019,Dec,CC300,ACC1000002,Revenue,949.11
1368,2019,Dec,CC300,ACC1000004,Revenue,399.419
1369,2019,Dec,CC300,ACC2000000,Expense,1036.226
1370,2019,Dec,CC300,ACC2000001,Expense,583.538
1371,2019,Dec,CC300,ACC2000002,Expense,385.164
1372,2019,Dec,CC300,ACC2000003,Expense,493.697
1373,2019,Dec,CC300,ACC2000005,Expense,917.015
1374,2019,Dec,CC300,ACC3000000,Asset,-786.296
1376,2019,Dec,CC300,ACC3000002,Asset,639.673
1377,2019,Dec,CC300,ACC4000001,Liability,-786.0
1378,2019,Dec,CC301,ACC1000000,Revenue,1202.724
1379,2019,Dec,CC301,ACC1000001,Revenue,1078.357
1380,2019,Dec,CC301,ACC1000002,Revenue,566.337
1381,2019,Dec,CC301,ACC1000004,Revenue,355.413
1382,2019,Dec,CC301,ACC2000000,Expense,770.786
1383,2019,Dec,CC301,ACC2000001,Expense,501.927
1384,2019,Dec,CC301,ACC2000002,Expense,256.421
1385,2019,Dec,CC301,ACC2000003,Expense,290.855
1386,2019,Dec,CC301,ACC2000005,Expense,735.717
1387,2019,Dec,CC301,ACC3000000,Asset,-287.029
1389,2019,Dec,CC301,ACC3000002,Asset,400.442
1390,2019,Dec,CC301,ACC4000001,Liability,-196.0
1391,2019,Dec,CC302,ACC1000000,Revenue,1194.59
1392,2019,Dec,CC302,ACC1000001,Revenue,1197.168
1393,2019,Dec,CC302,ACC1000002,Revenue,1010.905
1394,2019,Dec,CC302,ACC1000004,Revenue,1064.943
1395,2019,Dec,CC302,ACC2000000,Expense,718.662
1396,2019,Dec,CC302,ACC2000001,Expense,758.984
1397,2019,Dec,CC302,ACC2000002,Expense,417.17
1398,2019,Dec,CC302,ACC2000003,Expense,608.734
1399,2019,Dec,CC302,ACC2000005,Expense,637.855
1400,2019,Dec,CC302,ACC3000000,Asset,-328.415
1402,2019,Dec,CC302,ACC3000002,Asset,1295.265
1403,2019,Dec,CC302,ACC4000001,Liability,-986.0
1404,2020,Jan,CC100,ACC1000000,Revenue,1652.896
1405,2020,Jan,CC100,ACC1000001,Revenue,481.45
1406,2020,Jan,CC100,ACC1000002,Revenue,759.9
1407,2020,Jan,CC100,ACC1000004,Revenue,223.719
1408,2020,Jan,CC100,ACC2000000,Expense,1030.519
1409,2020,Jan,CC100,ACC2000001,Expense,383.332
1410,2020,Jan,CC100,ACC2000002,Expense,387.77
1411,2020,Jan,CC100,ACC2000003,Expense,329.94
1412,2020,Jan,CC100,ACC2000005,Expense,1141.918
1413,2020,Jan,CC100,ACC3000000,Asset,485.885
1415,2020,Jan,CC100,ACC3000002,Asset,521.671
1416,2020,Jan,CC100,ACC4000001,Liability,796.0
1417,2020,Jan,CC101,ACC1000000,Revenue,1985.19
1418,2020,Jan,CC101,ACC1000001,Revenue,455.907
1419,2020,Jan,CC101,ACC1000002,Revenue,917.957
1420,2020,Jan,CC101,ACC1000004,Revenue,757.69
1421,2020,Jan,CC101,ACC2000000,Expense,1439.671
1422,2020,Jan,CC101,ACC2000001,Expense,594.495
1423,2020,Jan,CC101,ACC2000002,Expense,409.045
1424,2020,Jan,CC101,ACC2000003,Expense,322.552
1425,2020,Jan,CC101,ACC2000005,Expense,1566.432
1426,2020,Jan,CC101,ACC3000000,Asset,416.332
1428,2020,Jan,CC101,ACC3000002,Asset,481.831
1429,2020,Jan,CC101,ACC4000001,Liability,6.0
1430,2020,Jan,CC102,ACC1000000,Revenue,527.473
1431,2020,Jan,CC102,ACC1000001,Revenue,822.331
1432,2020,Jan,CC102,ACC1000002,Revenue,1005.135
1433,2020,Jan,CC102,ACC1000004,Revenue,754.327
1434,2020,Jan,CC102,ACC2000000,Expense,47.87
1435,2020,Jan,CC102,ACC2000001,Expense,493.674
1436,2020,Jan,CC102,ACC2000002,Expense,442.86
1437,2020,Jan,CC102,ACC2000003,Expense,517.765
1438,2020,Jan,CC102,ACC2000005,Expense,91.657
1439,2020,Jan,CC102,ACC3000000,Asset,-312.459
1441,2020,Jan,CC102,ACC3000002,Asset,164.057
1442,2020,Jan,CC102,ACC4000001,Liability,-1002.0
1443,2020,Jan,CC200,ACC1000000,Revenue,994.945
1444,2020,Jan,CC200,ACC1000001,Revenue,876.01
1445,2020,Jan,CC200,ACC1000002,Revenue,1728.047
1446,2020,Jan,CC200,ACC1000004,Revenue,507.795
1447,2020,Jan,CC200,ACC2000000,Expense,624.513
1448,2020,Jan,CC200,ACC2000001,Expense,891.846
1449,2020,Jan,CC200,ACC2000002,Expense,697.737
1450,2020,Jan,CC200,ACC2000003,Expense,759.63
1451,2020,Jan,CC200,ACC2000005,Expense,624.779
1452,2020,Jan,CC200,ACC3000000,Asset,580.706
1454,2020,Jan,CC200,ACC3000002,Asset,306.665
1455,2020,Jan,CC200,ACC4000001,Liability,1002.0
1456,2020,Jan,CC201,ACC1000000,Revenue,2310.807
1457,2020,Jan,CC201,ACC1000001,Revenue,638.418
1458,2020,Jan,CC201,ACC1000002,Revenue,1225.743
1459,2020,Jan,CC201,ACC1000004,Revenue,835.363
1460,2020,Jan,CC201,ACC2000000,Expense,1420.057
1461,2020,Jan,CC201,ACC2000001,Expense,947.0
1462,2020,Jan,CC201,ACC2000002,Expense,569.004
1463,2020,Jan,CC201,ACC2000003,Expense,669.043
1464,2020,Jan,CC201,ACC2000005,Expense,1276.217
1465,2020,Jan,CC201,ACC3000000,Asset,27.822
1467,2020,Jan,CC201,ACC3000002,Asset,1027.898
1468,2020,Jan,CC201,ACC4000001,Liability,604.0
1469,2020,Jan,CC202,ACC1000000,Revenue,1104.976
1470,2020,Jan,CC202,ACC1000001,Revenue,728.161
1471,2020,Jan,CC202,ACC1000002,Revenue,529.616
1472,2020,Jan,CC202,ACC1000004,Revenue,106.751
1473,2020,Jan,CC202,ACC2000000,Expense,537.745
1474,2020,Jan,CC202,ACC2000001,Expense,220.933
1475,2020,Jan,CC202,ACC2000002,Expense,79.665
1476,2020,Jan,CC202,ACC2000003,Expense,194.096
1477,2020,Jan,CC202,ACC2000005,Expense,328.735
1478,2020,Jan,CC202,ACC3000000,Asset,-860.731
1480,2020,Jan,CC202,ACC3000002,Asset,325.08
1481,2020,Jan,CC202,ACC4000001,Liability,-1000.0
1482,2020,Jan,CC300,ACC1000000,Revenue,233.953
1483,2020,Jan,CC300,ACC1000001,Revenue,885.635
1484,2020,Jan,CC300,ACC1000002,Revenue,489.948
1485,2020,Jan,CC300,ACC1000004,Revenue,74.991
1486,2020,Jan,CC300,ACC2000000,Expense,96.36
1487,2020,Jan,CC300,ACC2000001,Expense,560.073
1488,2020,Jan,CC300,ACC2000002,Expense,202.045
1489,2020,Jan,CC300,ACC2000003,Expense,251.472
1490,2020,Jan,CC300,ACC2000005,Expense,101.032
1491,2020,Jan,CC300,ACC3000000,Asset,-421.552
1493,2020,Jan,CC300,ACC3000002,Asset,33.202
1494,2020,Jan,CC300,ACC4000001,Liability,-402.0
1495,2020,Jan,CC301,ACC1000000,Revenue,284.07
1496,2020,Jan,CC301,ACC1000001,Revenue,723.039
1497,2020,Jan,CC301,ACC1000002,Revenue,1370.942
1498,2020,Jan,CC301,ACC1000004,Revenue,753.825
1499,2020,Jan,CC301,ACC2000000,Expense,52.032
1500,2020,Jan,CC301,ACC2000001,Expense,875.931
1501,2020,Jan,CC301,ACC2000002,Expense,648.818
1502,2020,Jan,CC301,ACC2000003,Expense,574.158
1503,2020,Jan,CC301,ACC2000005,Expense,47.164
1504,2020,Jan,CC301,ACC3000000,Asset,-630.784
1506,2020,Jan,CC301,ACC3000002,Asset,395.445
1507,2020,Jan,CC301,ACC4000001,Liability,-1002.0
1508,2020,Jan,CC302,ACC1000000,Revenue,464.681
1509,2020,Jan,CC302,ACC1000001,Revenue,681.996
1510,2020,Jan,CC302,ACC1000002,Revenue,316.716
1511,2020,Jan,CC302,ACC1000004,Revenue,522.55
1512,2020,Jan,CC302,ACC2000000,Expense,315.77
1513,2020,Jan,CC302,ACC2000001,Expense,204.511
1514,2020,Jan,CC302,ACC2000002,Expense,134.562
1515,2020,Jan,CC302,ACC2000003,Expense,247.37
1516,2020,Jan,CC302,ACC2000005,Expense,291.34
1517,2020,Jan,CC302,ACC3000000,Asset,-221.283
1519,2020,Jan,CC302,ACC3000002,Asset,281.09
1520,2020,Jan,CC302,ACC4000001,Liability,-1006.0
1521,2020,Feb,CC100,ACC1000000,Revenue,864.484
1522,2020,Feb,CC100,ACC1000001,Revenue,174.551
1523,2020,Feb,CC100,ACC1000002,Revenue,1131.49
1524,2020,Feb,CC100,ACC1000004,Revenue,430.022
1525,2020,Feb,CC100,ACC2000000,Expense,503.508
1526,2020,Feb,CC100,ACC2000001,Expense,736.775
1527,2020,Feb,CC100,ACC2000002,Expense,416.74
1528,2020,Feb,CC100,ACC2000003,Expense,374.807
1529,2020,Feb,CC100,ACC2000005,Expense,399.098
1530,2020,Feb,CC100,ACC3000000,Asset,499.782
1532,2020,Feb,CC100,ACC3000002,Asset,99.3
1533,2020,Feb,CC100,ACC4000001,Liability,794.0
1534,2020,Feb,CC101,ACC1000000,Revenue,1737.58
1535,2020,Feb,CC101,ACC1000001,Revenue,781.994
1536,2020,Feb,CC101,ACC1000002,Revenue,647.571
1537,2020,Feb,CC101,ACC1000004,Revenue,835.593
1538,2020,Feb,CC101,ACC2000000,Expense,1110.938
1539,2020,Feb,CC101,ACC2000001,Expense,663.868
1540,2020,Feb,CC101,ACC2000002,Expense,278.554
1541,2020,Feb,CC101,ACC2000003,Expense,386.356
1542,2020,Feb,CC101,ACC2000005,Expense,912.374
1543,2020,Feb,CC101,ACC3000000,Asset,-89.691
1545,2020,Feb,CC101,ACC3000002,Asset,211.64
1546,2020,Feb,CC101,ACC4000001,Liability,-1000.0
1547,2020,Feb,CC102,ACC1000000,Revenue,300.871
1548,2020,Feb,CC102,ACC1000001,Revenue,1247.759
1549,2020,Feb,CC102,ACC1000002,Revenue,283.663
1550,2020,Feb,CC102,ACC1000004,Revenue,141.968
1551,2020,Feb,CC102,ACC2000000,Expense,274.843
1552,2020,Feb,CC102,ACC2000001,Expense,235.161
1553,2020,Feb,CC102,ACC2000002,Expense,145.923
1554,2020,Feb,CC102,ACC2000003,Expense,286.084
1555,2020,Feb,CC102,ACC2000005,Expense,288.839
1556,2020,Feb,CC102,ACC3000000,Asset,-60.172
1558,2020,Feb,CC102,ACC3000002,Asset,89.968
1559,2020,Feb,CC102,ACC4000001,Liability,-604.0
1560,2020,Feb,CC200,ACC1000000,Revenue,8.361
1561,2020,Feb,CC200,ACC1000001,Revenue,437.248
